adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
98,1,0,Check-Out,7/20/2015,Bonnie Kent,Bonnie.K46@xfinity.com,594-593-5721,************1342
135,0,0,Check-Out,7/20/2015,James Butler,James_B@hotmail.com,691-035-4597,************7249
88.2,0,0,Check-Out,7/20/2015,Anne Alvarez,Anne_A@comcast.net,514-458-1755,************6603
120.6,1,1,Check-Out,7/20/2015,Leslie Robinson,Leslie.Robinson@comcast.net,695-481-7019,************6115
154.5,1,2,Check-Out,7/21/2015,Michelle Wade,Wade_Michelle@att.com,716-387-8620,************4508
145,0,0,Canceled,5/23/2015,Mr. Gregory Gillespie MD,Mr._M@protonmail.com,208-492-1413,************3265
92,0,0,Check-Out,7/23/2015,Catherine Johnson,Catherine.Johnson67@xfinity.com,631-470-2691,************1288
154,0,0,Canceled,6/29/2015,Jessica Reese,Jessica.R@xfinity.com,871-933-4457,************2154
115,0,1,Check-Out,7/24/2015,Courtney Owens,Courtney.Owens99@xfinity.com,863-518-9871,************8717
110.53,0,0,Canceled,6/19/2015,Matthew Wolfe,Wolfe.Matthew@gmail.com,761-954-3775,************3386
158.5,0,1,Canceled,6/17/2015,Ronald Lynch,Lynch.Ronald@hotmail.com,846-286-4469,************8246
131.37,0,1,Check-Out,7/26/2015,Heather Lee,Heather_Lee@zoho.com,286-684-8412,************9448
117.71,0,0,Canceled,5/27/2015,Clarence Kemp,ClarenceKemp@xfinity.com,289-137-4970,************1267
123,0,1,Check-Out,7/26/2015,Eric Nelson,Eric.N@yandex.com,823-450-1026,************2025
158.5,0,1,Canceled,6/17/2015,Renee Mayo,Mayo_Renee@protonmail.com,320-685-5388,************9584
117.84,0,2,Check-Out,7/26/2015,Crystal Berry,Berry_Crystal@aol.com,819-187-7303,************7558
154,0,0,Canceled,6/19/2015,Reginald Powell,Powell_Reginald@att.com,659-110-3894,************7434
116.85,0,0,Check-Out,7/26/2015,Gabrielle Morgan,GMorgan48@mail.com,818-551-1239,************1870
129.16,0,1,Check-Out,7/25/2015,Jessica Roberts,Jessica_Roberts@protonmail.com,583-041-1261,************4456
214,0,0,Canceled,6/29/2015,Jennifer Underwood,JenniferUnderwood16@xfinity.com,128-935-8484,************2491
115,0,2,Canceled,7/2/2015,Kenneth Lang,KennethLang@aol.com,440-932-6990,************7375
123,0,1,Check-Out,7/26/2015,Carmen Fisher,CarmenFisher@protonmail.com,147-908-6539,************9277
123,0,0,Check-Out,7/26/2015,Virginia Ferguson,Virginia.F@outlook.com,834-138-2793,************9140
195,0,0,Canceled,7/14/2015,Michelle Riddle,Michelle.Riddle@outlook.com,307-699-4793,************4121
135.2,0,0,Check-Out,7/29/2015,Michael Nunez,Nunez_Michael78@gmail.com,689-215-1695,************3607
123,0,2,Check-Out,8/2/2015,Jeremy Wood,Jeremy.Wood@xfinity.com,173-294-2904,************8790
130.5,0,1,Check-Out,7/25/2015,Richard Vaughn,Vaughn_Richard@mail.com,973-864-8098,************8790
123,0,0,Check-Out,7/21/2015,Monica Trevino,Trevino_Monica@verizon.com,148-159-8385,************2767
179.1,0,2,Canceled,5/13/2015,Amanda Trevino,Amanda.Trevino@att.com,968-267-5487,************5972
0,0,0,Check-Out,7/20/2015,Nicole Craig,NCraig@aol.com,537-639-4542,************4568
0,0,1,Check-Out,7/20/2015,Gabriella Bailey,Gabriella_Bailey@comcast.net,285-081-4654,************5766
115,0,3,Check-Out,7/24/2015,Ellen Holmes,Holmes_Ellen@comcast.net,400-374-4060,************1791
115,0,0,Check-Out,7/24/2015,Stacey Morris,Morris.Stacey@zoho.com,820-125-7822,************4922
103.5,1,2,Check-Out,7/24/2015,Amanda Jackson,Amanda_Jackson@mail.com,458-676-2210,************3583
157,1,0,Check-Out,7/24/2015,David Gibson,David.G47@yahoo.com,949-745-3957,************3869
135,0,1,Canceled,6/15/2015,Dawn King,Dawn_K@gmail.com,656-423-6720,************5950
111.65,0,0,Check-Out,7/24/2015,James Trevino,Trevino_James31@zoho.com,556-583-5902,************9584
135,0,1,Canceled,6/15/2015,Nathan Hurst,NHurst@zoho.com,837-243-7189,************3111
195,0,0,Canceled,6/17/2015,Kelly Ross,KellyRoss@gmail.com,254-893-9298,************3188
104,0,0,Check-Out,7/25/2015,Ronnie Smith,Ronnie_S@att.com,398-593-0178,************8593
135,0,0,Canceled,6/8/2015,William Johnson,William_Johnson78@yahoo.com,385-339-8343,************8057
214,0,1,Canceled,6/22/2015,Jesus Martin,Martin.Jesus92@gmail.com,410-605-3632,************6634
133.17,0,0,Check-Out,7/26/2015,Angela Powell,Angela.Powell@hotmail.com,288-523-4889,************9527
141.33,0,1,Canceled,6/22/2015,Sheila King,King.Sheila15@mail.com,140-889-7382,************2179
121.01,0,1,Check-Out,7/27/2015,Jessica Mccarthy,JessicaMccarthy@zoho.com,696-910-1260,************2519
240.64,0,0,Canceled,7/20/2015,Michael Chen,Michael_C58@verizon.com,685-074-0863,************8546
167.5,0,0,Check-Out,7/27/2015,Victoria Mitchell,VMitchell68@comcast.net,127-620-0874,************4561
152.43,0,3,Check-Out,7/27/2015,Jerome Anderson,Jerome_Anderson@outlook.com,514-329-2140,************8014
148.34,0,0,Check-Out,7/27/2015,Matthew Spencer,Spencer_Matthew@comcast.net,222-490-3538,************7280
167,0,1,Check-Out,7/27/2015,Rebecca Montgomery,Montgomery_Rebecca@outlook.com,941-822-8560,************3133
172.93,0,1,Canceled,5/11/2015,Justin Roberson,Justin.R48@protonmail.com,130-129-6861,************7774
179.1,0,1,Canceled,4/23/2015,Erica Calderon,Erica.Calderon@protonmail.com,156-814-5373,************1732
192.5,0,1,Check-Out,7/27/2015,Carl Brooks,Brooks.Carl91@yahoo.com,232-257-9946,************4331
92,0,0,Canceled,6/2/2015,Chelsea Moreno,Moreno.Chelsea@mail.com,368-499-6043,************6886
111.2,0,0,Canceled,6/1/2015,Taylor Pope,Pope.Taylor@yandex.com,390-427-4123,************1768
141.6,0,1,Check-Out,7/30/2015,Sydney Garcia,Garcia.Sydney@mail.com,143-129-3241,************7591
141.6,0,1,Check-Out,7/30/2015,Jason King,Jason_K@protonmail.com,998-085-8728,************7572
141.6,0,1,Check-Out,7/30/2015,James Jones,James.J@xfinity.com,982-692-8469,************7537
200,0,0,Canceled,7/14/2015,Brianna Gross,Brianna.G@mail.com,597-949-9945,************4206
200,0,0,Canceled,7/14/2015,Jennifer Kelly,JenniferKelly@att.com,433-906-3510,************8552
157,0,0,Canceled,7/8/2015,Nancy Sanchez,Nancy_Sanchez@verizon.com,224-211-7768,************8220
99.5,0,0,Check-Out,7/23/2015,Erika Gonzalez,Erika_G@zoho.com,837-896-0730,************3707
115,0,2,Canceled,6/1/2015,Paul Hayes,Paul.Hayes@yandex.com,261-897-8831,************5256
195,0,0,Canceled,6/19/2015,Kurt Ibarra,KurtIbarra33@aol.com,541-516-2953,************2627
103.5,0,0,Check-Out,7/25/2015,Randy Fowler,Fowler.Randy@protonmail.com,198-482-1092,************2281
207,1,0,Check-Out,7/26/2015,Ryan Hutchinson,Hutchinson.Ryan79@hotmail.com,186-459-3376,************8807
163.33,1,1,Check-Out,7/27/2015,Patty Harvey,Patty_Harvey23@yandex.com,948-314-9536,************9395
151.86,0,0,Check-Out,7/28/2015,Michael Tucker,Tucker_Michael@protonmail.com,564-116-1057,************5261
95.57,0,1,Check-Out,7/28/2015,Alyssa Ward,Ward.Alyssa@yandex.com,382-120-6226,************8516
112.05,0,1,Check-Out,7/29/2015,Craig Stanley,Stanley_Craig@verizon.com,732-861-7421,************7575
160,0,1,Check-Out,7/30/2015,Eric Johns,Eric_Johns@protonmail.com,809-220-6576,************3149
103.18,0,1,Check-Out,7/31/2015,Mark Chan,MChan@att.com,536-320-8204,************1088
153,1,0,Check-Out,7/23/2015,Latoya Frank,Latoya_F@hotmail.com,532-648-8363,************7321
119.75,0,1,Canceled,4/22/2015,Oscar Medina,Oscar_M@hotmail.com,445-544-9866,************3998
135,0,1,Canceled,6/9/2015,Stephanie Lamb,Stephanie.Lamb@yahoo.com,942-151-3795,************2970
167.69,0,1,Check-Out,7/26/2015,Chad Rice,CRice@yandex.com,573-902-5926,************5601
195,0,1,Canceled,6/9/2015,David Young,Young_David@verizon.com,689-121-9575,************7429
135,0,1,Canceled,6/9/2015,Shannon Walters,Shannon.W28@hotmail.com,930-958-8273,************1866
178.4,0,0,Canceled,6/29/2015,Sydney Garcia,Garcia_Sydney@xfinity.com,254-025-2090,************6598
0,0,0,Check-Out,7/23/2015,Chase Perry,ChasePerry@yahoo.com,398-362-0131,************3312
0,0,1,Check-Out,7/23/2015,Karen Ingram,KIngram95@hotmail.com,593-604-3419,************8902
154,1,1,Check-Out,7/24/2015,Margaret Thomas,Margaret_T53@outlook.com,945-410-5612,************6188
134,0,0,Check-Out,7/24/2015,Erica Webster,Webster.Erica@outlook.com,166-786-2736,************9616
112,0,0,Canceled,6/5/2015,Amy Brennan,AmyBrennan@gmail.com,320-091-2804,************1228
194,1,1,Check-Out,7/26/2015,Sara Walker,Sara.Walker@mail.com,695-406-8471,************9582
153,0,0,Canceled,7/7/2015,Susan Nguyen,SusanNguyen50@yandex.com,958-544-4777,************2663
135,0,0,Canceled,6/19/2015,Brandon Davis,Davis_Brandon@att.com,716-835-8990,************5434
184,0,1,Check-Out,7/26/2015,Erica Castro,Erica.C@yandex.com,712-027-2382,************4192
210,0,0,Canceled,7/6/2015,Brandon Moses,Brandon_M@protonmail.com,919-163-2010,************7775
139,0,0,Canceled,7/7/2015,Sara Cherry,Sara.Cherry@gmail.com,761-057-3819,************6250
101.46,1,0,Check-Out,7/28/2015,Amber Jarvis,Amber_J@yandex.com,141-943-6271,************3393
145,0,0,Canceled,7/4/2015,Carla Sweeney,CarlaSweeney@hotmail.com,355-106-3208,************2678
173,0,0,Canceled,7/6/2015,Laura Koch,Laura_Koch28@aol.com,672-540-9693,************4006
217.05,1,1,Check-Out,7/31/2015,Heather Gonzales,Heather_G@att.com,676-848-8743,************3252
164,0,2,Check-Out,7/26/2015,Gloria Ferguson,Gloria_Ferguson@yahoo.com,315-510-7902,************6796
173,0,2,Check-Out,7/26/2015,Mark Mclean,Mark.M@gmail.com,468-328-4824,************2645
112.5,0,0,Canceled,7/22/2015,Amanda Williams,Williams.Amanda58@gmail.com,396-326-2739,************6196
153,0,2,Check-Out,7/26/2015,Gary Johnson,Johnson_Gary45@yahoo.com,251-187-7004,************2876
173,0,2,Check-Out,7/26/2015,Michael Cooper,Cooper_Michael@verizon.com,685-520-6387,************7981
153,0,2,Check-Out,7/26/2015,Kimberly Brown,Kimberly.Brown68@xfinity.com,595-599-9186,************3995
134,0,0,Check-Out,7/26/2015,Amanda Lawson,Amanda.L@hotmail.com,754-360-7089,************8358
153,0,2,Check-Out,7/26/2015,Aaron Khan,AKhan@hotmail.com,736-445-7785,************4413
233,0,2,Canceled,7/14/2015,Brenda Kim,Kim_Brenda@outlook.com,328-626-3279,************8105
154,0,0,Check-Out,7/26/2015,Melinda Green,Melinda.G18@comcast.net,773-103-1385,************8874
173,0,2,Check-Out,7/26/2015,Brittany Weiss,Weiss.Brittany79@gmail.com,578-429-5337,************1151
135,0,1,Canceled,7/6/2015,Steven Johnson,Steven.J@comcast.net,436-054-1484,************2445
132.5,0,0,Canceled,7/1/2015,Michael Yates,Michael_Yates@hotmail.com,572-904-0318,************6133
222.67,0,0,Check-Out,7/27/2015,Justin Harmon,Justin_Harmon39@comcast.net,156-858-7283,************9559
135,0,1,Canceled,7/6/2015,David Durham,DavidDurham@aol.com,761-542-1303,************4281
107,0,0,Check-Out,7/26/2015,Jessica Gordon,JGordon@gmail.com,599-326-5598,************1563
127,0,0,Canceled,6/17/2015,Cindy Jones,Jones.Cindy84@xfinity.com,493-025-1887,************2329
135,0,0,Canceled,6/18/2015,Dr. Shannon Keith,Dr..K69@yandex.com,627-515-3563,************4961
149.7,1,1,Check-Out,7/28/2015,Ronald Willis,RWillis17@mail.com,852-988-7157,************5927
161.25,0,0,Canceled,6/8/2015,Terry Baker,Terry_B@comcast.net,530-218-7252,************4470
107,0,0,Check-Out,7/28/2015,Cole Herman,Cole.Herman@outlook.com,931-082-3095,************9474
75.44,0,1,Check-Out,7/29/2015,Sara Boyer,Sara_Boyer@comcast.net,930-220-0423,************7432
75.44,0,1,Check-Out,7/29/2015,Jacob Mueller,Mueller.Jacob@gmail.com,676-536-3957,************3104
115,0,0,Check-Out,7/31/2015,Alicia Underwood,Underwood.Alicia@aol.com,435-452-8261,************4047
159.2,0,1,Canceled,7/14/2015,Cheryl Hubbard,Cheryl_H@att.com,565-381-8954,************2554
163.29,0,2,Canceled,4/22/2015,Jason Thompson,Thompson_Jason96@comcast.net,871-877-8895,************2380
210,0,0,Canceled,5/25/2015,Katherine Young,Katherine.Young@yandex.com,785-819-5573,************6374
154,0,2,Check-Out,8/1/2015,Mrs. Jessica Armstrong DDS,Mrs..DDS@outlook.com,611-707-5655,************5920
166,0,0,Check-Out,8/2/2015,Paul Miller,Paul_Miller@xfinity.com,944-564-9431,************7859
132.5,0,0,Check-Out,8/3/2015,Larry Oconnor,Oconnor.Larry@gmail.com,703-627-2916,************8954
107,0,0,Canceled,6/26/2015,Sherry Fowler,Fowler_Sherry@gmail.com,764-788-4425,************1389
121.98,0,1,Canceled,7/21/2015,Gregory Hill,GHill49@outlook.com,849-382-6607,************6875
0,0,0,Check-Out,7/25/2015,Alexandra Lynch DDS,DDS_Alexandra@mail.com,544-061-4161,************6606
133,0,0,Check-Out,7/28/2015,Luis Richmond,Luis.Richmond@mail.com,219-818-0316,************8990
107,0,0,Check-Out,7/26/2015,Scott Hunt,Hunt_Scott@aol.com,254-643-5742,************3634
117.81,0,0,Check-Out,7/26/2015,Chase Brennan,Chase_Brennan@aol.com,622-308-5544,************3759
107,0,0,Check-Out,7/26/2015,Margaret Scott,MScott@mail.com,672-451-1814,************5463
120.6,0,0,Canceled,7/11/2015,Amy Evans,Evans_Amy@verizon.com,215-809-4376,************5414
147,0,0,Check-Out,7/27/2015,Mario Delgado,Delgado_Mario@verizon.com,658-896-3009,************8739
153,0,2,Canceled,7/14/2015,Chase Guzman,Chase_G61@mail.com,440-533-4911,************3144
153,0,1,Canceled,7/10/2015,Todd Cardenas,Todd.C48@gmail.com,758-578-1419,************4563
134,0,0,Canceled,7/23/2015,Jennifer Berger,JenniferBerger89@mail.com,479-956-6480,************5831
153,0,1,Check-Out,7/27/2015,Tara Turner,Tara_Turner61@outlook.com,886-379-1717,************5277
118,0,0,Check-Out,7/28/2015,James Baker,Baker.James@gmail.com,945-569-5164,************1637
134,0,1,Check-Out,7/29/2015,Douglas Obrien,Douglas_O28@yahoo.com,458-993-1040,************1250
135,0,2,Check-Out,7/30/2015,Hannah Davis,Hannah.Davis@outlook.com,105-363-3307,************6586
158.77,0,2,Check-Out,7/30/2015,Lauren King,LKing@att.com,977-709-2376,************2700
134,1,1,Check-Out,7/30/2015,Diana Sanchez,DianaSanchez@comcast.net,969-126-4976,************9798
134,0,0,Canceled,6/26/2015,Jonathan Bryant,Jonathan_B80@xfinity.com,692-175-0678,************8133
142.03,0,1,Check-Out,7/30/2015,Steven Bernard,Steven.Bernard@aol.com,467-529-4791,************8468
240,0,0,Check-Out,7/30/2015,Michelle Alvarado,MichelleAlvarado@hotmail.com,294-219-1398,************3445
134,0,0,Check-Out,7/31/2015,Jason Dudley,Jason_D@zoho.com,797-254-5882,************9651
134,0,3,Canceled,6/2/2015,Michael Hood,Michael_H87@att.com,824-153-8925,************5884
147,0,0,Check-Out,8/1/2015,Shannon Parker,Shannon_P@yahoo.com,425-612-8160,************9575
176,1,0,Check-Out,8/1/2015,Evan Lynch,Lynch.Evan@att.com,826-629-2636,************7496
120.6,0,1,Canceled,6/27/2015,Julia Clark,JuliaClark@verizon.com,151-561-1978,************3105
166,0,1,Canceled,5/12/2015,Dwayne Murphy,Murphy.Dwayne@outlook.com,995-936-2235,************1446
134,0,0,Canceled,4/17/2015,Daniel Sheppard,Daniel.S27@comcast.net,609-073-0391,************6062
147,0,0,Check-Out,8/1/2015,Martha Barr,Martha.Barr@yahoo.com,135-238-9258,************1152
167,0,1,Check-Out,8/1/2015,Michael Trevino,MTrevino@hotmail.com,336-833-0685,************3450
107.2,1,0,Check-Out,8/1/2015,Edward Garcia,Garcia.Edward18@yandex.com,710-114-5663,************4753
131.63,0,0,Canceled,7/3/2015,Angela Marshall,AMarshall@verizon.com,783-806-4887,************3125
233.05,1,0,Check-Out,8/2/2015,Kelsey Porter,Porter.Kelsey@gmail.com,145-243-6143,************4418
90.12,0,1,Check-Out,8/2/2015,Vicki Williams,VWilliams@zoho.com,786-996-0203,************9081
120.6,0,1,Canceled,6/29/2015,Cathy Graham,CGraham@att.com,764-578-9618,************7507
125,0,2,Canceled,4/15/2015,Tony Guerrero,Tony.G30@yahoo.com,187-586-5500,************7063
154,0,1,Canceled,6/29/2015,Brad Dougherty,Dougherty.Brad24@xfinity.com,397-016-7728,************7946
120.6,0,2,Check-Out,8/4/2015,Eric Martinez,Eric_Martinez@aol.com,357-870-9729,************1344
114.25,0,1,Check-Out,8/6/2015,David Murphy,Murphy.David@mail.com,699-033-9443,************6550
107,0,0,Canceled,7/3/2015,Jennifer Brock,Jennifer_Brock64@comcast.net,351-556-0893,************1160
88.55,0,0,Check-Out,8/1/2015,Dr. Mark Singleton MD,MD.Dr.50@aol.com,444-100-4658,************6344
149,0,1,Canceled,3/25/2015,Stacy Fernandez,Fernandez_Stacy@zoho.com,455-930-0724,************8144
195,1,0,Check-Out,8/1/2015,Cynthia Palmer,Cynthia_Palmer78@gmail.com,467-210-2343,************8628
164,0,0,Canceled,6/8/2015,Samuel Arroyo,Samuel_Arroyo64@verizon.com,798-756-9781,************1715
154,0,1,Canceled,5/15/2015,Leroy Davis,Leroy.D@verizon.com,509-496-7810,************8740
120.6,0,1,Canceled,6/18/2015,Jordan Johnson,Jordan_J@mail.com,661-846-8516,************3683
103.5,0,0,Check-Out,7/29/2015,Michael Ward,Michael_W@aol.com,337-585-9429,************3321
115,0,3,Check-Out,7/29/2015,Tracy Allen,Allen_Tracy@gmail.com,746-103-2728,************2439
95.02,0,2,Canceled,6/3/2015,Vincent Williams,Vincent_Williams@yahoo.com,122-874-0638,************1532
132.5,0,0,Canceled,6/25/2015,Edward Martin,EdwardMartin@yandex.com,598-811-9294,************8281
209,0,1,Check-Out,7/31/2015,Bryan Salas,Bryan_Salas@aol.com,163-547-1281,************8387
95.02,0,2,Canceled,6/3/2015,Julia Little,JLittle@zoho.com,258-135-0119,************7646
132.5,0,0,Canceled,6/25/2015,Daniel Chen,Daniel.Chen@att.com,882-307-8436,************4930
180,0,0,Check-Out,8/2/2015,Brandon Jordan,Brandon_Jordan74@xfinity.com,226-681-6703,************4502
103.18,0,0,Check-Out,7/28/2015,Amanda Reyes,AmandaReyes@zoho.com,196-972-2873,************9264
174.01,0,1,Check-Out,8/2/2015,Bruce Cannon DDS,Bruce_D@yahoo.com,742-698-4931,************1611
133,0,1,Canceled,6/17/2015,Mia Alexander,Mia_A@xfinity.com,420-803-9255,************9840
133,0,1,Canceled,6/17/2015,Veronica Lane,Veronica.Lane81@zoho.com,502-074-1241,************8189
107.2,0,0,Check-Out,8/2/2015,Travis Johnson,TJohnson@comcast.net,261-537-9303,************6149
0,0,0,Check-Out,7/27/2015,Kathryn Chung,Kathryn.Chung41@mail.com,317-151-6019,************7532
210,0,1,Canceled,7/3/2015,Laura Harmon,Laura.Harmon20@yahoo.com,233-886-8006,************8104
145,1,0,Check-Out,7/29/2015,Bradley Dean,Bradley.D86@yahoo.com,268-026-3182,************3913
195,0,1,Canceled,7/3/2015,Julie Bradley,Julie.B@comcast.net,135-778-6490,************9571
124.2,0,1,Canceled,6/15/2015,George Lewis,Lewis_George21@verizon.com,868-108-6845,************9712
167,0,1,Canceled,6/15/2015,Phillip Bass,Phillip_Bass@yandex.com,435-100-6441,************2416
145,1,0,Check-Out,7/30/2015,Jennifer Wood,Jennifer.Wood65@mail.com,871-627-6390,************9191
166,0,2,Check-Out,7/30/2015,Jennifer Summers,Jennifer_S@gmail.com,290-616-6061,************8216
115,0,0,Check-Out,7/30/2015,Howard Warren,Warren_Howard@protonmail.com,545-141-9140,************6504
166,1,2,Check-Out,7/30/2015,Mandy Elliott,MandyElliott68@gmail.com,185-386-0933,************6477
120.6,0,0,Canceled,6/17/2015,Jared Wilson,Jared.W@xfinity.com,101-229-5263,************6072
162,0,2,Check-Out,7/31/2015,Ashley Hoffman,AshleyHoffman@protonmail.com,742-561-3040,************8858
153,0,0,Check-Out,7/31/2015,Jessica Harris,Harris_Jessica69@verizon.com,764-602-2138,************4554
133.2,0,0,Check-Out,7/31/2015,Lydia Allen,LAllen@verizon.com,198-046-7004,************9800
134,0,1,Check-Out,7/31/2015,Brianna Baker,Brianna_B62@gmail.com,770-653-3868,************9621
107,1,2,Check-Out,7/31/2015,Dylan Williams,DWilliams@comcast.net,817-423-3325,************6619
145,0,2,Check-Out,7/31/2015,Christian Weber,Christian.W@aol.com,259-607-6558,************5448
145,0,0,Check-Out,7/31/2015,Tonya Williams,Tonya.W@hotmail.com,581-488-0759,************1315
107,0,1,Canceled,6/29/2015,Dr. Brandon Murphy MD,Dr..MD@protonmail.com,184-025-8890,************9642
167.2,0,0,Check-Out,7/31/2015,Kevin Randall,Randall.Kevin22@hotmail.com,116-730-1556,************2922
134,0,2,Canceled,5/9/2015,Dalton Smith,Dalton_Smith@yandex.com,319-564-4843,************5500
130,0,0,Check-Out,7/31/2015,Matthew Nichols,Nichols_Matthew24@aol.com,945-283-3824,************6247
164,0,0,Canceled,6/17/2015,Christopher Preston,CPreston@mail.com,529-214-9194,************7042
149,0,0,Check-Out,7/31/2015,Andrea Rodriguez,Rodriguez_Andrea@mail.com,888-676-2068,************1977
154,1,0,Check-Out,8/1/2015,Donna Garcia,DonnaGarcia20@xfinity.com,169-569-2884,************4259
195,0,1,Check-Out,8/1/2015,Tracey Morgan,Morgan.Tracey@att.com,338-745-1517,************2425
134,0,0,Canceled,6/25/2015,Gregory Blevins,Gregory.Blevins80@verizon.com,233-060-0626,************6869
107.2,0,0,Check-Out,8/1/2015,Miss Patricia Davidson,Miss.Davidson@att.com,261-079-5872,************6729
164,0,0,Canceled,7/6/2015,Krista Christensen,KristaChristensen@xfinity.com,222-243-1300,************6726
183.45,0,1,Canceled,3/17/2015,Shannon Salazar,Shannon_S@verizon.com,990-929-7937,************3899
159.6,1,1,Check-Out,8/2/2015,Cindy Rodriguez,CRodriguez@outlook.com,746-950-9456,************6897
120.6,0,0,Check-Out,8/2/2015,Sarah Sanders,Sarah.Sanders@comcast.net,846-646-0178,************1074
164,0,2,Canceled,5/13/2015,Ryan Long,RyanLong@xfinity.com,279-178-7447,************7658
219.43,0,2,Canceled,5/13/2015,Thomas Dixon,Thomas.Dixon@verizon.com,808-550-5279,************4888
134,0,2,Canceled,5/13/2015,Matthew Wood,Matthew.W68@yahoo.com,841-154-6448,************4229
164,0,2,Canceled,5/13/2015,Darryl Hernandez,Darryl_H@hotmail.com,748-458-1794,************7218
107.2,0,0,Check-Out,8/3/2015,Diana Singleton,Singleton_Diana@gmail.com,641-257-7229,************6900
102.72,0,1,Check-Out,8/3/2015,Stacey Brewer,Brewer_Stacey@hotmail.com,907-099-1001,************4310
114.85,0,1,Check-Out,7/29/2015,Kimberly Phillips,Kimberly_P16@protonmail.com,282-580-3008,************9206
114.85,0,1,Check-Out,7/29/2015,Drew Olson,Olson.Drew@aol.com,845-047-6194,************2022
135,1,1,Check-Out,7/30/2015,Jeremy Jefferson,Jeremy_Jefferson@att.com,715-802-5941,************5906
195,0,0,Canceled,7/7/2015,Natalie Richardson,NatalieRichardson31@yandex.com,542-578-6042,************7538
173,0,0,Canceled,7/27/2015,Christina Torres,Christina_T39@protonmail.com,782-825-3176,************2779
107,0,1,Check-Out,8/1/2015,Jacob Taylor,Taylor_Jacob@comcast.net,266-870-3906,************5159
107,0,1,Check-Out,8/1/2015,Mrs. Kelly Dominguez,MDominguez61@xfinity.com,724-968-5293,************5570
164,0,2,Check-Out,8/1/2015,Wayne Allison,Wayne_A@yahoo.com,918-654-0454,************2884
138.8,0,1,Check-Out,8/2/2015,Michelle Hall DDS,DDS.Michelle@mail.com,636-971-0504,************7079
154,0,2,Canceled,7/16/2015,Antonio Ferguson,Antonio_F@yandex.com,486-975-4010,************6718
135,0,0,Check-Out,8/2/2015,Ashley Farley,Farley_Ashley@gmail.com,713-668-5156,************3172
103.18,0,1,Check-Out,8/3/2015,Michael Montgomery,Michael.Montgomery80@gmail.com,447-742-7376,************3738
115.5,0,0,Canceled,5/22/2015,Gabriel Mills,GMills@protonmail.com,250-155-3297,************7284
90.95,0,1,Check-Out,8/7/2015,Brent Aguilar,Aguilar_Brent@mail.com,880-430-1082,************4965
0,0,0,Check-Out,7/29/2015,Ian Ray,Ian.R@verizon.com,176-073-5188,************2553
108.54,0,1,Canceled,4/4/2015,Sean Hall,Sean.Hall@gmail.com,304-456-0081,************6643
146,1,2,Check-Out,8/2/2015,Jeffrey Craig,Jeffrey.Craig@gmail.com,985-003-0462,************1008
165.4,0,1,Canceled,7/2/2015,Andrea Mclaughlin,Andrea.Mclaughlin@verizon.com,655-747-0750,************3466
134,0,0,Check-Out,8/3/2015,Stephanie Burch,Stephanie.B@zoho.com,562-385-4037,************4022
133,0,1,Canceled,7/27/2015,Julie Powers,Powers_Julie@xfinity.com,284-996-0209,************9252
240,0,0,Canceled,6/22/2015,Stanley Jones,StanleyJones20@zoho.com,865-949-2060,************3146
157,0,1,Check-Out,8/3/2015,Carla Harris,CarlaHarris@protonmail.com,325-049-5256,************1594
188,0,0,Check-Out,7/30/2015,Brett Jones,Brett.Jones@outlook.com,379-607-9199,************4579
133,0,1,Canceled,7/27/2015,Robert Suarez,RSuarez@att.com,226-411-3149,************1429
145,0,1,Check-Out,8/3/2015,Mark Sparks,Mark.S44@zoho.com,668-752-4132,************7838
134,0,2,Check-Out,8/3/2015,Zachary Gomez,Gomez_Zachary@verizon.com,431-718-7313,************6510
134,0,0,Canceled,5/23/2015,Jill Rowe,JRowe@att.com,499-209-2431,************8146
186,0,2,Canceled,7/10/2015,Stacey Harper,Stacey.Harper@hotmail.com,835-479-0305,************9266
90.95,0,1,Check-Out,8/5/2015,Mark Burke,Burke.Mark73@protonmail.com,983-535-0293,************9876
141.65,0,0,Canceled,6/8/2015,Mark Austin,Mark_Austin@aol.com,757-918-6031,************3031
99.24,0,0,Canceled,6/5/2015,Ashley Hart,Hart.Ashley@xfinity.com,222-969-3101,************5043
108.06,0,1,Check-Out,8/4/2015,Douglas Thomas,Thomas_Douglas@zoho.com,474-955-3407,************8992
90.95,0,0,Canceled,4/15/2015,Molly Wright,Wright_Molly@mail.com,415-197-3575,************1998
148.63,0,1,Canceled,6/17/2015,Cynthia Leon,Leon.Cynthia@yandex.com,807-612-9759,************7264
173,0,3,Canceled,7/16/2015,Mary Morales,Mary.M@verizon.com,843-803-5843,************4826
107,0,0,Check-Out,7/31/2015,Alexis Henry,Alexis.H75@zoho.com,699-260-1111,************1233
114,0,0,Canceled,7/30/2015,Stacey Shields,StaceyShields@aol.com,748-709-5841,************6104
153,0,1,Canceled,7/30/2015,Scott Owens,Owens_Scott@protonmail.com,398-377-3824,************4298
153,0,1,Check-Out,8/1/2015,Teresa Davis,Teresa.Davis67@mail.com,383-104-1391,************1612
250.33,0,2,Check-Out,8/2/2015,Nicholas Diaz,Diaz.Nicholas15@aol.com,181-924-2851,************8353
146.67,0,2,Canceled,7/6/2015,Laura Turner,Laura_Turner78@zoho.com,295-879-7142,************9081
